Year,Longitude,Latitude,Data
2012,-58.65,-59.0333,389.39
2012,-38.422,72.5962,482.25
2012,-35.2603,-5.5147,395.79
2012,-27.38,38.77,398.15
2012,-27.375,38.766,399.53
2012,-26.21,-75.605,391.56
2012,-24.8,-89.98,391.71
2012,-20.2884,63.3998,409.71
2012,-16.499,28.309,397.74
2012,-14.4,-7.9667,394.05
2012,-9.899,53.326,408.98
2012,-4.93,41.81,411.6
2012,5.6322,23.2625,397.55
2012,11.0245,47.8011,428.66
2012,11.8084,50.0301,418.3
2012,11.8883,78.9067,407.45
2012,12.62,35.52,405.22
2012,15.03,-23.58,401.5
2012,16.6521,46.9559,424.78
2012,18.4891,-34.3523,393.46
2012,24.12,67.97,410.82
2012,34.7809,30.8595,412.73
2012,39.575,-69.0,391.74
2012,51.8478,-46.4337,412.0
2012,55.5325,-4.6824,396.04
2012,100.8964,36.2879,442.65
2012,111.0956,44.4516,451.31
2012,116.7297,20.6992,445.36
2012,117.117,40.65,471.0
2012,120.87,23.47,481.21
2012,126.13,36.73,420.12
2012,126.1328,36.7376,434.24
2012,128.8887,71.5965,405.71
2012,144.656,13.386,407.07
2012,144.69,-40.683,391.72
2012,174.1,52.72,423.66
2012,174.126,52.7112,416.47
2012,174.871,-41.4083,391.63
2013,-177.38,28.21,402.6
2013,-170.5644,-14.2474,396.58
2013,-162.72,55.21,481.79
2013,-157.1518,1.7,397.2
2013,-156.6114,71.323,407.18
2013,-155.5763,19.5362,401.03
2013,-154.82,19.52,409.15
2013,-124.755,41.05,397.17
2013,-124.75,41.05,394.07
2013,-124.75,41.0588,399.24
2013,-124.7417,41.055,394.89
2013,-124.74,41.0483,400.1
2013,-124.7383,41.0533,410.83
2013,-124.7333,41.05,400.16
2013,-124.5833,41.05,410.42
2013,-124.5833,41.0583,389.4
2013,-124.58,41.055,387.9
2013,-124.58,41.0633,398.38
2013,-124.5733,41.0583,406.55
2013,-124.45,41.03,404.13
2013,-124.3283,41.02,412.86
2013,-124.151,41.0541,417.53
2013,-113.7181,39.9018,422.58
2013,-112.45,54.95,419.72
2013,-109.4284,-27.1597,516.95
2013,-105.5864,40.0531,416.5
2013,-97.489,36.607,499.91
2013,-97.311,18.9841,418.98
2013,-90.2732,45.9451,412.27
2013,-80.158,25.6654,504.34
2013,-68.3106,-54.8484,396.34
2013,-65.7,-58.9667,393.86
2013,-64.9833,-59.0,392.89
2013,-64.95,-59.0167,394.16
2013,-64.8788,32.2647,457.46
2013,-64.35,-58.9717,396.66
2013,-64.0572,-59.0133,391.37
2013,-64.0527,-64.7742,396.51
2013,-64.0367,-59.0467,394.2
2013,-63.909,-58.8733,393.72
2013,-63.7167,-59.0817,394.25
2013,-63.71,-58.9467,392.08
2013,-63.7047,-59.0865,390.6
2013,-63.7017,-58.9667,393.03
2013,-63.6807,-58.9833,391.33
2013,-63.6777,-59.0117,392.93
2013,-63.65,-58.9667,392.5
2013,-63.6402,-59.19,391.4
2013,-62.8665,-59.0017,394.1
2013,-62.5072,82.4508,406.56
2013,-62.0263,-59.0033,391.77
2013,-62.02,-60.0,392.0
2013,-59.432,13.165,400.35
2013,-38.422,72.5962,473.05
2013,-35.2603,-5.5147,423.34
2013,-27.375,38.766,401.4
2013,-26.21,-75.605,394.31
2013,-24.8,-89.98,477.48
2013,-20.2884,63.3998,408.03
2013,-16.499,28.309,400.59
2013,-14.4,-7.9667,400.44
2013,-9.899,53.326,409.35
2013,-4.93,41.81,418.98
2013,5.6322,23.2625,401.06
2013,11.0245,47.8011,441.39
2013,11.8084,50.0301,421.03
2013,11.8883,78.9067,405.46
2013,12.62,35.52,404.3
2013,15.03,-23.58,397.81
2013,16.6521,46.9559,475.69
2013,18.4891,-34.3523,394.63
2013,24.12,67.97,413.07
2013,34.7809,30.8595,406.84
2013,39.575,-69.0,391.69
2013,39.59,-69.0125,394.26
2013,51.8478,-46.4337,394.56
2013,55.5325,-4.6824,522.8
2013,100.318,-0.202,477.71
2013,100.8964,36.2879,405.84
2013,111.0956,44.4516,406.02
2013,116.7297,20.6992,412.13
2013,117.117,40.65,436.55
2013,120.87,23.47,411.53
2013,126.1328,36.7376,440.13
2013,126.3295,36.5389,408.59
2013,128.8887,71.5965,407.31
2013,144.656,13.386,406.24
2013,144.69,-40.683,477.78
2013,174.126,52.7112,460.03
2013,174.871,-41.4083,396.95
2014,-177.38,28.21,404.08
2014,-170.5644,-14.2474,400.65
2014,-162.72,55.21,508.31
2014,-157.1518,1.7,399.84
2014,-156.6114,71.323,408.63
2014,-155.5763,19.5362,403.32
2014,-154.82,19.52,405.23
2014,-124.75,41.05,415.6
2014,-124.75,41.0588,397.32
2014,-124.735,41.045,402.56
2014,-124.7333,41.0667,407.19
2014,-124.5833,41.05,407.45
2014,-124.5667,41.05,399.66
2014,-124.5,41.0667,394.26
2014,-124.151,41.0541,417.16
2014,-113.7181,39.9018,479.03
2014,-109.4284,-27.1597,400.35
2014,-105.5864,40.0531,409.66
2014,-97.489,36.607,418.61
2014,-97.311,18.9841,402.83
2014,-90.2732,45.9451,471.29
2014,-80.158,25.6654,433.58
2014,-68.3106,-54.8484,496.76
2014,-65.32,-58.5,393.46
2014,-64.9667,-59.0,395.17
2014,-64.8788,32.2647,406.93
2014,-64.87,-58.95,393.96
2014,-64.65,-59.05,394.6
2014,-64.0983,-58.9833,394.59
2014,-64.0527,-64.7742,405.99
2014,-64.0333,-59.0333,395.12
2014,-63.73,-58.9833,393.87
2014,-63.7167,-59.0167,396.3
2014,-63.7,-59.0,396.5
2014,-63.7,-58.9833,395.97
2014,-63.695,-58.9833,393.96
2014,-63.6833,-59.0333,395.94
2014,-63.6667,-59.0,397.36
2014,-62.795,-59.0,393.59
2014,-62.7825,-59.0467,396.32
2014,-62.7425,-59.0933,395.78
2014,-62.5072,82.4508,408.23
2014,-59.432,13.165,406.91
2014,-38.422,72.5962,404.93
2014,-35.2603,-5.5147,462.74
2014,-27.375,38.766,404.5
2014,-26.21,-75.605,396.35
2014,-24.8,-89.98,396.54
2014,-20.2884,63.3998,486.9
2014,-16.499,28.309,402.71
2014,-14.4,-7.9667,402.32
2014,-9.899,53.326,408.96
2014,-4.93,41.81,415.32
2014,1.1386,52.5177,479.71
2014,5.6322,23.2625,419.98
2014,11.0245,47.8011,437.51
2014,11.8084,50.0301,434.83
2014,11.8883,78.9067,408.45
2014,12.62,35.52,409.42
2014,15.03,-23.58,487.91
2014,16.6521,46.9559,437.12
2014,18.4891,-34.3523,403.02
2014,24.12,67.97,411.0
2014,34.7809,30.8595,413.22
2014,39.59,-69.0125,396.44
2014,51.8478,-46.4337,458.74
2014,55.5325,-4.6824,403.79
2014,100.318,-0.202,405.45
2014,100.8964,36.2879,408.38
2014,111.0956,44.4516,413.93
2014,116.7297,20.6992,457.65
2014,117.117,40.65,486.29
2014,120.87,23.47,500.17
2014,126.1328,36.7376,446.41
2014,126.3295,36.5389,445.0
2014,128.8887,71.5965,410.82
2014,144.656,13.386,412.3
2014,144.69,-40.683,416.71
2014,174.126,52.7112,406.28
2014,174.871,-41.4083,396.19
2015,-177.38,28.21,407.53
2015,-170.5644,-14.2474,406.5
2015,-162.72,55.21,481.25
2015,-157.1518,1.7,399.96
2015,-156.6114,71.323,412.26
2015,-155.5763,19.5362,405.35
2015,-154.82,19.52,412.67
2015,-124.5833,41.05,411.09
2015,-124.5833,41.5667,400.79
2015,-124.5767,41.045,404.83
2015,-124.5667,41.0333,403.74
2015,-124.5667,41.05,395.73
2015,-124.55,41.0167,409.06
2015,-124.347,41.0375,394.12
2015,-124.3435,41.0283,401.61
2015,-124.151,41.0541,414.32
2015,-113.7181,39.9018,413.6
2015,-109.4284,-27.1597,416.08
2015,-105.5864,40.0531,408.47
2015,-97.489,36.607,488.39
2015,-97.311,18.9841,403.01
2015,-90.2732,45.9451,462.98
2015,-80.158,25.6654,441.88
2015,-68.3106,-54.8484,416.67
2015,-65.0833,-59.0167,396.56
2015,-64.8788,32.2647,481.55
2015,-64.69,-59.0,398.92
2015,-64.0527,-64.7742,399.08
2015,-64.0217,-58.9533,398.83
2015,-63.765,-59.0683,396.17
2015,-63.7167,-59.0,397.6
2015,-63.7,-59.0167,398.77
2015,-63.7,-58.9833,397.35
2015,-63.7,-58.9783,396.48
2015,-63.65,-58.9833,396.63
2015,-62.9167,-59.0,397.37
2015,-62.8833,-59.0167,398.8
2015,-62.8833,-59.0,396.12
2015,-62.85,-59.0,398.48
2015,-62.7667,-59.0333,395.45
2015,-62.5072,82.4508,485.0
2015,-62.1167,-59.0167,396.07
2015,-62.05,-59.0,398.78
2015,-61.6833,-59.05,398.48
2015,-59.432,13.165,404.27
2015,-38.422,72.5962,407.64
2015,-35.2603,-5.5147,421.98
2015,-35.1853,-5.7952,401.95
2015,-27.375,38.766,406.14
2015,-26.21,-75.605,475.83
2015,-24.8,-89.98,422.23
2015,-20.2884,63.3998,482.27
2015,-16.499,28.309,404.74
2015,-14.4,-7.9667,405.06
2015,-9.899,53.326,415.89
2015,-4.93,41.81,422.16
2015,1.1386,52.5177,439.09
2015,5.6322,23.2625,485.91
2015,11.0245,47.8011,426.15
2015,11.8084,50.0301,423.67
2015,11.8883,78.9067,409.8
2015,12.62,35.52,409.57
2015,15.03,-23.58,404.98
2015,16.6521,46.9559,430.54
2015,18.4891,-34.3523,399.0
2015,24.12,67.97,415.2
2015,34.7809,30.8595,405.13
2015,35.0567,29.9731,428.41
2015,39.59,-69.0125,399.66
2015,51.8478,-46.4337,481.4
2015,55.5325,-4.6824,403.11
2015,100.318,-0.202,409.79
2015,100.8964,36.2879,428.09
2015,111.0956,44.4516,481.27
2015,116.7297,20.6992,420.79
2015,117.117,40.65,480.59
2015,120.87,23.47,476.82
2015,126.1328,36.7376,450.18
2015,126.3295,36.5389,437.51
2015,128.8887,71.5965,415.33
2015,144.656,13.386,409.12
2015,144.69,-40.683,399.16
2015,174.126,52.7112,460.14
2015,174.871,-41.4083,403.29
2016,-177.38,28.21,411.6
2016,-170.5644,-14.2474,437.77
2016,-162.72,55.21,661.52
2016,-157.1518,1.7,406.06
2016,-156.6114,71.323,414.56
2016,-155.5763,19.5362,415.45
2016,-154.82,19.52,410.53
2016,-124.7167,41.05,411.87
2016,-124.5833,41.05,412.28
2016,-124.5667,41.05,407.26
2016,-124.5667,41.0667,401.68
2016,-124.4667,41.0333,405.76
2016,-124.34,41.031,407.84
2016,-124.3352,41.0227,396.61
2016,-124.151,41.0541,444.83
2016,-113.7181,39.9018,421.09
2016,-109.4284,-27.1597,453.36
2016,-105.5864,40.0531,410.76
2016,-97.489,36.607,420.15
2016,-97.311,18.9841,408.04
2016,-90.2732,45.9451,460.49
2016,-80.158,25.6654,431.37
2016,-68.3106,-54.8484,484.24
2016,-65.4167,-59.0,398.2
2016,-65.05,-59.0,400.0
2016,-64.8788,32.2647,411.14
2016,-64.0527,-64.7742,402.62
2016,-64.05,-59.0333,400.2
2016,-64.0333,-59.0,399.83
2016,-63.8167,-59.1,402.06
2016,-63.7767,-58.9833,400.52
2016,-63.7167,-59.0,401.6
2016,-63.7,-59.0,401.73
2016,-63.6883,-59.0333,399.11
2016,-63.6833,-59.0333,401.32
2016,-63.6833,-59.0167,401.97
2016,-63.6833,-59.0,401.91
2016,-63.6667,-59.0,399.28
2016,-62.9,-58.9667,399.69
2016,-62.8667,-59.1833,398.2
2016,-62.85,-58.9833,401.41
2016,-62.5072,82.4508,480.14
2016,-59.432,13.165,412.56
2016,-55.8667,-58.9833,400.85
2016,-38.422,72.5962,410.94
2016,-35.1853,-5.7952,429.58
2016,-27.375,38.766,408.77
2016,-26.21,-75.605,402.5
2016,-24.8,-89.98,402.18
2016,-20.2884,63.3998,468.33
2016,-16.499,28.309,416.88
2016,-14.4,-7.9667,405.08
2016,-9.899,53.326,422.83
2016,-4.93,41.81,437.09
2016,1.1386,52.5177,410.51
2016,5.6322,23.2625,408.48
2016,11.0245,47.8011,438.25
2016,11.8084,50.0301,426.24
2016,11.8883,78.9067,514.79
2016,12.62,35.52,412.07
2016,15.03,-23.58,461.37
2016,16.6521,46.9559,430.88
2016,18.4891,-34.3523,403.49
2016,24.12,67.97,416.33
2016,35.0567,29.9731,414.08
2016,35.0605,29.9646,414.51
2016,39.59,-69.0125,401.99
2016,51.8478,-46.4337,406.45
2016,55.5325,-4.6824,407.08
2016,100.318,-0.202,405.0
2016,100.8964,36.2879,451.6
2016,111.0956,44.4516,448.45
2016,116.7297,20.6992,419.82
2016,120.87,23.47,427.03
2016,126.1328,36.7376,448.84
2016,126.3295,36.5389,465.64
2016,128.8887,71.5965,418.41
2016,144.656,13.386,407.77
2016,144.69,-40.683,484.62
2016,174.126,52.7112,423.88
2016,174.871,-41.4083,406.03
2017,-177.38,28.21,413.13
2017,-170.5644,-14.2474,474.54
2017,-162.72,55.21,593.47
2017,-157.1518,1.7,406.33
2017,-156.6114,71.323,422.52
2017,-155.5763,19.5362,420.6
2017,-154.82,19.52,423.97
2017,-124.6167,41.05,408.72
2017,-124.5833,41.0417,415.86
2017,-124.5833,41.05,414.11
2017,-124.4167,41.0667,412.94
2017,-124.348,41.0346,409.54
2017,-124.151,41.0541,412.99
2017,-113.7181,39.9018,432.77
2017,-109.4284,-27.1597,408.59
2017,-105.5864,40.0531,414.93
2017,-97.489,36.607,433.33
2017,-97.311,18.9841,410.48
2017,-90.2732,45.9451,426.52
2017,-80.158,25.6654,510.75
2017,-68.3106,-54.8484,514.93
2017,-64.8788,32.2647,412.02
2017,-64.85,-58.9667,481.88
2017,-64.69,-59.0,474.93
2017,-64.4,-59.048,403.05
2017,-64.2,-55.6,493.92
2017,-64.1,-59.0,437.61
2017,-64.0833,-58.9833,402.1
2017,-64.0527,-64.7742,404.17
2017,-64.0328,-58.5979,401.72
2017,-63.9,-53.7167,513.8
2017,-63.7167,-59.0333,401.28
2017,-63.7,-59.0167,464.79
2017,-63.7,-59.0,461.91
2017,-63.7,-58.95,401.33
2017,-63.6833,-59.0333,401.7
2017,-63.6833,-59.0,404.52
2017,-63.6667,-59.0,435.26
2017,-63.65,-58.9833,479.5
2017,-63.4333,-59.1667,486.73
2017,-63.2,-59.9167,401.01
2017,-62.5072,82.4508,421.06
2017,-61.3,-59.0,464.87
2017,-60.5667,-59.0167,497.38
2017,-59.432,13.165,410.62
2017,-38.422,72.5962,412.89
2017,-35.1853,-5.7952,410.01
2017,-27.375,38.766,412.08
2017,-26.21,-75.605,403.92
2017,-24.8,-89.98,405.95
2017,-20.2884,63.3998,466.23
2017,-16.499,28.309,410.57
2017,-14.4,-7.9667,407.18
2017,-9.899,53.326,514.64
2017,-4.93,41.81,419.77
2017,5.6322,23.2625,410.47
2017,11.0245,47.8011,450.07
2017,11.8084,50.0301,433.29
2017,11.8883,78.9067,428.16
2017,12.62,35.52,490.44
2017,15.03,-23.58,406.77
2017,16.6521,46.9559,446.51
2017,18.4891,-34.3523,403.82
2017,24.1157,67.9733,418.7
2017,24.12,67.97,420.95
2017,35.0605,29.9646,417.32
2017,39.59,-69.0125,404.22
2017,51.8478,-46.4337,418.89
2017,55.5325,-4.6824,434.75
2017,100.318,-0.202,407.34
2017,100.8964,36.2879,421.67
2017,111.0956,44.4516,515.5
2017,116.7297,20.6992,420.42
2017,120.87,23.47,443.69
2017,126.1328,36.7376,469.13
2017,126.3295,36.5389,510.8
2017,128.8887,71.5965,419.49
2017,144.656,13.386,485.14
2017,144.69,-40.683,405.69
2017,174.126,52.7112,421.17
2017,174.871,-41.4083,403.8
2018,-177.38,28.21,507.57
2018,-170.5644,-14.2474,433.88
2018,-162.72,55.21,548.72
2018,-157.1518,1.7,409.68
2018,-156.6114,71.323,419.39
2018,-155.5763,19.5362,412.56
2018,-155.24,19.9925,413.05
2018,-155.0116,19.7371,412.2
2018,-155.0103,19.735,412.48
2018,-155.0092,19.735,413.16
2018,-154.888,19.561,410.86
2018,-154.82,19.52,415.26
2018,-113.7181,39.9018,427.21
2018,-109.4284,-27.1597,413.8
2018,-105.5864,40.0531,422.05
2018,-97.489,36.607,494.3
2018,-97.311,18.9841,414.37
2018,-90.2732,45.9451,425.1
2018,-80.158,25.6654,422.98
2018,-68.3106,-54.8484,406.44
2018,-64.8788,32.2647,416.74
2018,-64.4583,-58.9067,404.01
2018,-64.0527,-64.7742,412.85
2018,-63.8167,-59.0167,406.43
2018,-63.75,-58.9833,406.44
2018,-63.7333,-59.0,406.21
2018,-63.7167,-59.0333,406.08
2018,-63.7167,-58.9833,406.25
2018,-63.7,-59.0,403.68
2018,-63.6833,-59.0667,405.74
2018,-63.6833,-59.0,405.16
2018,-63.675,-59.0567,403.91
2018,-63.6667,-59.0,406.19
2018,-63.4666,-58.99,404.0
2018,-63.372,-59.0184,403.4
2018,-62.8833,-59.0167,403.54
2018,-62.8383,-59.0083,404.49
2018,-62.835,-59.0333,404.42
2018,-62.6833,-59.0,405.23
2018,-62.5072,82.4508,416.29
2018,-61.45,-59.0667,406.06
2018,-59.432,13.165,413.36
2018,-38.422,72.5962,438.26
2018,-35.1853,-5.7952,414.72
2018,-27.375,38.766,413.65
2018,-26.21,-75.605,406.41
2018,-24.8,-89.98,408.35
2018,-20.2884,63.3998,490.95
2018,-16.499,28.309,415.31
2018,-14.4,-7.9667,408.24
2018,-9.899,53.326,420.25
2018,-4.93,41.81,442.34
2018,5.6322,23.2625,413.12
2018,11.0245,47.8011,538.19
2018,11.8084,50.0301,425.81
2018,11.8883,78.9067,416.3
2018,12.62,35.52,418.6
2018,15.03,-23.58,410.33
2018,16.6521,46.9559,439.9
2018,18.4891,-34.3523,412.16
2018,24.1157,67.9733,541.0
2018,35.0605,29.9646,457.05
2018,39.59,-69.0125,406.54
2018,51.8478,-46.4337,406.32
2018,55.5325,-4.6824,414.6
2018,100.318,-0.202,414.47
2018,100.8964,36.2879,420.58
2018,111.0956,44.4516,418.25
2018,116.7297,20.6992,427.42
2018,120.87,23.47,513.67
2018,126.1328,36.7376,503.13
2018,126.3295,36.5389,435.61
2018,128.8887,71.5965,419.7
2018,144.656,13.386,441.65
2018,144.69,-40.683,411.14
2018,174.126,52.7112,423.08
2018,174.871,-41.4083,407.35
2019,-177.38,28.21,418.99
2019,-170.5644,-14.2474,410.84
2019,-162.72,55.21,617.86
2019,-157.1518,1.7,414.77
2019,-156.6114,71.323,438.11
2019,-155.5763,19.5362,475.06
2019,-155.0116,19.7371,417.6
2019,-154.8883,19.5608,425.07
2019,-154.888,19.561,414.7
2019,-113.7181,39.9018,435.27
2019,-109.4284,-27.1597,421.12
2019,-105.5864,40.0531,527.1
2019,-97.489,36.607,433.13
2019,-97.311,18.9841,417.71
2019,-90.2732,45.9451,440.89
2019,-80.158,25.6654,430.63
2019,-68.3106,-54.8484,417.93
2019,-64.8788,32.2647,416.57
2019,-64.69,-59.0,407.06
2019,-64.0527,-64.7742,409.39
2019,-63.7667,-59.0,406.1
2019,-63.7167,-59.9333,408.77
2019,-63.7,-59.0,405.84
2019,-63.6967,-59.0383,408.24
2019,-63.6867,-59.0267,409.3
2019,-63.6833,-59.0333,405.61
2019,-63.6833,-59.0172,409.39
2019,-63.6833,-58.9833,405.7
2019,-63.662,-59.062,409.11
2019,-63.6382,-58.9683,408.81
2019,-63.415,-58.596,409.05
2019,-63.4,-59.0,406.02
2019,-62.8432,-58.8267,408.47
2019,-62.8333,-58.9833,405.7
2019,-62.5072,82.4508,418.73
2019,-59.432,13.165,414.83
2019,-38.422,72.5962,427.46
2019,-35.1853,-5.7952,432.32
2019,-27.375,38.766,416.95
2019,-26.21,-75.605,408.94
2019,-24.8,-89.98,409.32
2019,-20.2884,63.3998,442.71
2019,-16.499,28.309,414.79
2019,-14.4,-7.9667,412.11
2019,-9.899,53.326,419.08
2019,-4.93,41.81,434.69
2019,5.6322,23.2625,415.49
2019,11.0245,47.8011,440.84
2019,11.8084,50.0301,421.73
2019,11.8883,78.9067,420.62
2019,12.62,35.52,419.15
2019,15.03,-23.58,432.48
2019,16.6521,46.9559,440.0
2019,18.4891,-34.3523,409.74
2019,24.1157,67.9733,431.36
2019,35.0605,29.9646,421.86
2019,39.59,-69.0125,409.33
2019,51.8478,-46.4337,410.12
2019,55.5325,-4.6824,422.45
2019,100.318,-0.202,414.71
2019,100.8964,36.2879,430.96
2019,111.0956,44.4516,420.23
2019,114.3711,10.3786,420.27
2019,116.7297,20.6992,428.94
2019,120.87,23.47,423.48
2019,126.1328,36.7376,477.15
2019,126.3295,36.5389,429.88
2019,144.656,13.386,434.46
2019,144.69,-40.683,412.4
2019,174.126,52.7112,429.97
2019,174.871,-41.4083,408.96
2020,-177.38,28.21,419.35
2020,-177.3678,28.2186,418.22
2020,-170.5644,-14.2474,441.82
2020,-162.72,55.21,593.95
2020,-157.1518,1.7,412.86
2020,-156.6114,71.323,480.93
2020,-155.5763,19.5362,418.35
2020,-155.05,19.7333,416.57
2020,-155.0116,19.7371,419.91
2020,-155.0,19.7333,416.38
2020,-154.8883,19.5608,417.89
2020,-154.888,19.5608,418.68
2020,-154.888,19.561,417.66
2020,-113.7181,39.9018,451.34
2020,-105.5864,40.0531,421.7
2020,-97.489,36.607,432.55
2020,-97.311,18.9841,420.21
2020,-90.2732,45.9451,435.56
2020,-80.158,25.6654,436.49
2020,-68.3106,-54.8484,411.52
2020,-68.2167,-58.95,409.81
2020,-67.7335,-59.005,411.22
2020,-64.9667,-58.9833,409.87
2020,-64.8788,32.2647,420.96
2020,-64.2667,-58.95,408.61
2020,-64.0527,-64.7742,411.52
2020,-63.726,-58.975,410.55
2020,-63.6833,-59.0,409.1
2020,-63.6833,-58.9833,407.05
2020,-62.8167,-59.0167,408.36
2020,-62.5072,82.4508,421.31
2020,-59.432,13.165,416.87
2020,-38.422,72.5962,421.62
2020,-35.1853,-5.7952,413.65
2020,-27.375,38.766,421.81
2020,-26.21,-75.605,408.83
2020,-24.8,-89.98,473.95
2020,-20.2884,63.3998,424.6
2020,-16.499,28.309,418.0
2020,-14.4,-7.9667,414.04
2020,-9.899,53.326,454.06
2020,-4.93,41.81,428.39
2020,5.6322,23.2625,418.51
2020,11.0245,47.8011,437.69
2020,11.8883,78.9067,423.78
2020,12.62,35.52,420.83
2020,12.6322,35.5181,418.98
2020,15.03,-23.58,423.05
2020,16.6521,46.9559,449.1
2020,18.4891,-34.3523,413.71
2020,24.1157,67.9733,429.26
2020,35.0605,29.9646,424.84
2020,39.59,-69.0125,411.37
2020,51.8478,-46.4337,411.94
2020,55.5325,-4.6824,419.16
2020,100.318,-0.202,415.15
2020,100.8964,36.2879,429.27
2020,111.0956,44.4516,431.77
2020,114.3711,10.3786,420.47
2020,116.7297,20.6992,451.34
2020,120.87,23.47,423.97
2020,126.1328,36.7376,454.04
2020,126.3295,36.5389,433.49
2020,144.656,13.386,416.67
2020,144.69,-40.683,419.95
2020,174.126,52.7112,435.22
2020,174.871,-41.4083,449.63
2021,-177.3678,28.2186,423.47
2021,-170.5644,-14.2474,415.58
2021,-162.72,55.21,475.88
2021,-156.6114,71.323,460.47
2021,-155.5763,19.5362,420.14
2021,-154.8883,19.5608,419.89
2021,-154.888,19.561,420.49
2021,-113.7181,39.9018,455.18
2021,-105.5864,40.0531,461.02
2021,-97.489,36.607,432.96
2021,-97.311,18.9841,421.84
2021,-90.2732,45.9451,433.7
2021,-80.158,25.6654,425.78
2021,-70.8167,-58.95,413.49
2021,-68.5833,-58.9667,413.76
2021,-68.3106,-54.8484,414.15
2021,-67.97,-59.376,411.38
2021,-64.8788,32.2647,424.0
2021,-64.69,-59.0,413.72
2021,-64.589,-59.15,411.6
2021,-64.0527,-64.7742,413.82
2021,-62.5072,82.4508,424.68
2021,-59.432,13.165,420.24
2021,-38.422,72.5962,422.55
2021,-27.375,38.766,420.68
2021,-26.21,-75.605,423.07
2021,-24.8,-89.98,413.72
2021,-20.2884,63.3998,448.92
2021,-16.499,28.309,443.58
2021,-14.4,-7.9667,417.58
2021,-9.899,53.326,428.89
2021,-4.93,41.81,426.13
2021,5.6322,23.2625,419.88
2021,11.0245,47.8011,445.01
2021,11.8084,50.0301,431.46
2021,11.8883,78.9067,424.25
2021,12.6322,35.5181,424.87
2021,15.03,-23.58,415.33
2021,16.6521,46.9559,444.62
2021,18.4891,-34.3523,423.62
2021,24.1157,67.9733,433.54
2021,35.0605,29.9646,443.87
2021,39.59,-69.0125,418.59
2021,51.8478,-46.4337,413.44
2021,55.5325,-4.6824,418.91
2021,100.318,-0.202,416.99
2021,100.8964,36.2879,424.62
2021,111.0956,44.4516,421.54
2021,114.3711,10.3786,452.84
2021,116.7297,20.6992,1232.44
2021,120.87,23.47,469.21
2021,126.1328,36.7376,493.63
2021,126.3295,36.5389,439.03
2021,144.656,13.386,422.93
2021,144.69,-40.683,418.65
2021,174.126,52.7112,426.31
2021,174.871,-41.4083,414.17
2022,-177.3678,28.2186,424.24
2022,-170.5644,-14.2474,424.26
2022,-162.72,55.21,538.81
2022,-156.6114,71.323,429.95
2022,-155.5763,19.5362,422.22
2022,-155.4693,19.8228,419.07
2022,-154.8883,19.5608,447.37
2022,-113.7181,39.9018,434.39
2022,-105.5864,40.0531,427.28
2022,-97.489,36.607,443.22
2022,-97.311,18.9841,422.55
2022,-90.2732,45.9451,431.88
2022,-80.158,25.6654,433.91
2022,-74.2167,-59.0333,456.94
2022,-70.8333,-59.0,414.53
2022,-70.8,-59.0,413.57
2022,-70.1167,-59.7483,413.52
2022,-68.3106,-54.8484,424.45
2022,-67.5167,-54.0167,414.8
2022,-64.8788,32.2647,427.22
2022,-64.0527,-64.7742,416.0
2022,-63.9,-58.9667,415.66
2022,-63.7,-59.0167,414.03
2022,-63.6833,-59.0167,415.72
2022,-63.5667,-59.0,415.47
2022,-62.5072,82.4508,470.62
2022,-62.0167,-59.0,415.12
2022,-59.432,13.165,421.97
2022,-38.422,72.5962,424.86
2022,-27.375,38.766,424.83
2022,-26.21,-75.605,415.55
2022,-24.8,-89.98,415.76
2022,-20.2884,63.3998,426.5
2022,-16.499,28.309,423.16
2022,-14.4,-7.9667,419.29
2022,-9.899,53.326,469.98
2022,-4.93,41.81,432.18
2022,5.6322,23.2625,420.75
2022,11.0245,47.8011,433.51
2022,11.8084,50.0301,444.65
2022,11.8883,78.9067,429.46
2022,12.6322,35.5181,425.33
2022,15.03,-23.58,418.43
2022,16.6521,46.9559,460.8
2022,18.4891,-34.3523,416.25
2022,24.1157,67.9733,441.49
2022,35.0605,29.9646,432.29
2022,39.59,-69.0125,415.69
2022,51.8478,-46.4337,415.79
2022,55.5325,-4.6824,913.89
2022,100.318,-0.202,702.22
2022,100.8964,36.2879,432.43
2022,114.3711,10.3786,430.31
2022,116.7297,20.6992,439.71
2022,120.87,23.47,436.75
2022,126.1328,36.7376,448.81
2022,126.3295,36.5389,434.31
2022,144.656,13.386,425.81
2022,144.69,-40.683,424.3
2022,174.126,52.7112,466.72
2022,174.871,-41.4083,418.08
2023,-177.3678,28.2186,427.05
2023,-170.5644,-14.2474,421.43
2023,-162.72,55.21,569.43
2023,-156.6114,71.323,434.3
2023,-155.5763,19.5362,426.05
2023,-155.4693,19.8228,424.8
2023,-154.8883,19.5608,430.08
2023,-113.7181,39.9018,442.17
2023,-105.5864,40.0531,429.23
2023,-97.489,36.607,437.44
2023,-97.311,18.9841,438.64
2023,-90.2732,45.9451,514.8
2023,-80.158,25.6654,435.59
2023,-68.3106,-54.8484,453.23
2023,-64.8788,32.2647,427.53
2023,-64.0527,-64.7742,418.03
2023,-64.0333,-59.0,416.47
2023,-63.7167,-59.0,417.81
2023,-63.7,-59.0333,444.98
2023,-63.7,-59.0167,532.04
2023,-63.7,-59.0,532.26
2023,-63.6833,-59.0167,544.07
2023,-63.6833,-59.0,415.97
2023,-63.6333,-59.0167,417.93
